"","analysis_variable_name","dataset","wave_number","outcome_name","N_subset","N_discrimYES","OR","CI1","CI2","p_value"
"1","Pain_w6","ELSA","wave 6","Pain","NA","NA","NA","NA","NA","NA"
"(Intercept)5","Pain_wave7","ELSA","wave 7","Pain","3414","752","567.318209363366","114.632391504743","12427.9459646958","1.38292199445412e-08"
"gene5","Pain_wave7","ELSA","wave 7","Pain","3414","752","3.54013944305733","0.791255158597881","19.1066325184591","0.106981427864272"
"discrimination5","Pain_wave7","ELSA","wave 7","Pain","3414","752","11129927.3406708","1.723873061164e-256",NA,"0.99634938883946"
"gene:discrimination5","Pain_wave7","ELSA","wave 7","Pain","3414","752","0.282474748849302","2.39471771441895e-124","8.40331367886109e+129","0.999727439645811"
"(Intercept)13","Pain_wave8","ELSA","wave 8","Pain","3414","752","204.095023724589","69.6920528546574","1120.97142293642","5.08149137480399e-15"
"gene13","Pain_wave8","ELSA","wave 8","Pain","3414","752","0.340410452523271","0.115680753399884","0.938611170673961","0.0390045173145671"
"discrimination13","Pain_wave8","ELSA","wave 8","Pain","3414","752","11381307.2309476","4.43370963680615e-105",NA,"0.99377078143519"
"gene:discrimination13","Pain_wave8","ELSA","wave 8","Pain","3414","752","2.9376301245129","2.33693402615544e-56","3.69273186656549e+56","0.999583970953136"
"(Intercept)6","widespread_pain_bin_wave6","ELSA","wave 6","widespread_pain_bin","3414","752","0.0625921524900128","0.0437116427004785","0.0865478339443275","2.61498098596135e-57"
"gene6","widespread_pain_bin_wave6","ELSA","wave 6","widespread_pain_bin","3414","752","0.888501715078115","0.632125379121452","1.24990346714895","0.496123962423942"
"discrimination6","widespread_pain_bin_wave6","ELSA","wave 6","widespread_pain_bin","3414","752","0.606701440903008","0.229750321353819","1.34087612650573","0.256753058649651"
"gene:discrimination6","widespread_pain_bin_wave6","ELSA","wave 6","widespread_pain_bin","3414","752","0.853615930468643","0.360096748793623","1.99207802855978","0.715307026844522"
"(Intercept)14","widespread_pain_bin_wave7","ELSA","wave 7","widespread_pain_bin","3414","752","0.0467638306543001","0.0303947834768507","0.0684086935105902","5.36532723856227e-50"
"gene14","widespread_pain_bin_wave7","ELSA","wave 7","widespread_pain_bin","3414","752","0.897633581810522","0.584748316938195","1.37364857866472","0.619515753016149"
"discrimination14","widespread_pain_bin_wave7","ELSA","wave 7","widespread_pain_bin","3414","752","0.709153382335021","0.259316651371873","1.65215019681506","0.458757915133088"
"gene:discrimination14","widespread_pain_bin_wave7","ELSA","wave 7","widespread_pain_bin","3414","752","1.40106431202407","0.538466823012506","3.84343854610887","0.500399983377018"
"(Intercept)23","widespread_pain_bin_wave8","ELSA","wave 8","widespread_pain_bin","3414","752","0.0703775987706471","0.0491259634995217","0.0974084240905018","1.70755644620788e-52"
"gene23","widespread_pain_bin_wave8","ELSA","wave 8","widespread_pain_bin","3414","752","0.975361493201875","0.681321804275555","1.39109893265022","0.89087112108642"
"discrimination23","widespread_pain_bin_wave8","ELSA","wave 8","widespread_pain_bin","3414","752","0.672314442748531","0.297392787866844","1.36848297804552","0.301852289517956"
"gene:discrimination23","widespread_pain_bin_wave8","ELSA","wave 8","widespread_pain_bin","3414","752","1.01370502223916","0.472340447751116","2.16001846946571","0.97185814549117"
"(Intercept)7","sleep_disturbance_wave6","ELSA","wave 6","sleep_disturbance","3414","752","0.387382931522266","0.306288394832707","0.486070869380174","7.67983951831465e-16"
"gene7","sleep_disturbance_wave6","ELSA","wave 6","sleep_disturbance","3414","752","0.965672086594682","0.776481944042192","1.20140163007376","0.753107670200351"
"discrimination7","sleep_disturbance_wave6","ELSA","wave 6","sleep_disturbance","3414","752","0.844450616334054","0.50811940378089","1.36834971929661","0.501908612387221"
"gene:discrimination7","sleep_disturbance_wave6","ELSA","wave 6","sleep_disturbance","3414","752","1.47868965209933","0.887707821289073","2.52127511787902","0.139293719576216"
"5","sleep_disturbance_w7","ELSA","wave 7","sleep_disturbance","NA","NA","NA","NA","NA","NA"
"(Intercept)15","sleep_disturbance_wave8","ELSA","wave 8","sleep_disturbance","3414","752","0.377376297167366","0.29711929338974","0.475215829364352","3.8044821047273e-16"
"gene15","sleep_disturbance_wave8","ELSA","wave 8","sleep_disturbance","3414","752","0.888188711411518","0.705987318092647","1.11502528377005","0.307823098989482"
"discrimination15","sleep_disturbance_wave8","ELSA","wave 8","sleep_disturbance","3414","752","1.22906124410902","0.781484339560937","1.91146192975641","0.36495515586521"
"gene:discrimination15","sleep_disturbance_wave8","ELSA","wave 8","sleep_disturbance","3414","752","1.36954125626471","0.867150297832017","2.18882012705358","0.181291874413787"
"(Intercept)8","w6_depression_bin","ELSA","wave 6","Depression","3414","752","0.156366971187766","0.133478997625349","0.182102669490736","2.11087538456332e-121"
"gene8","w6_depression_bin","ELSA","wave 6","Depression","3414","752","1.05492230002523","0.901333085756331","1.23590085257555","0.506415722898898"
"discrimination8","w6_depression_bin","ELSA","wave 6","Depression","3414","752","0.859281728058178","0.611835377233436","1.1879247117601","0.369328404809885"
"gene:discrimination8","w6_depression_bin","ELSA","wave 6","Depression","3414","752","0.923630867479207","0.661263309916162","1.29514592196692","0.642705515079911"
"(Intercept)16","w7_depression_bin","ELSA","wave 7","Depression","3414","752","0.126036231027011","0.10606500435792","0.148666711866882","6.23345832672137e-128"
"gene16","w7_depression_bin","ELSA","wave 7","Depression","3414","752","1.00017325418124","0.842292596206057","1.18879616329558","0.998426172464965"
"discrimination16","w7_depression_bin","ELSA","wave 7","Depression","3414","752","0.859681701781015","0.592585245705889","1.22247445884172","0.411957903624791"
"gene:discrimination16","w7_depression_bin","ELSA","wave 7","Depression","3414","752","0.845508022584068","0.588981607012677","1.21651237949648","0.363660153444176"
"(Intercept)24","w8_depression_bin","ELSA","wave 8","Depression","3414","752","0.130488910218624","0.110263882619037","0.153349040989787","1.40646817289994e-129"
"gene24","w8_depression_bin","ELSA","wave 8","Depression","3414","752","0.951381818140647","0.80507228036849","1.12480419324841","0.558779807643381"
"discrimination24","w8_depression_bin","ELSA","wave 8","Depression","3414","752","1.1897979160339","0.857871392559458","1.63071131503001","0.288066696506597"
"gene:discrimination24","w8_depression_bin","ELSA","wave 8","Depression","3414","752","0.904921495785634","0.655322981828471","1.25091402159028","0.544113481776859"
"(Intercept)9","w6_depression_bin","ELSA","wave 6","Depression","3414","752","0.156321046928738","0.133434534393975","0.182055095142437","2.19538857198412e-121"
"gene9","w6_depression_bin","ELSA","wave 6","Depression","3414","752","1.06257551912992","0.910444910168074","1.24098450717953","0.442049391172798"
"discrimination9","w6_depression_bin","ELSA","wave 6","Depression","3414","752","0.852729584315318","0.605143914928545","1.18168217935192","0.349707018780203"
"gene:discrimination9","w6_depression_bin","ELSA","wave 6","Depression","3414","752","0.992519735445937","0.710750482886551","1.39098794365774","0.964982480906448"
"(Intercept)17","w7_depression_bin","ELSA","wave 7","Depression","3414","752","0.125815382520837","0.105844872827463","0.148445236127673","1.01578834307488e-127"
"gene17","w7_depression_bin","ELSA","wave 7","Depression","3414","752","0.918713650557102","0.776350218610182","1.08710622752164","0.323191261486157"
"discrimination17","w7_depression_bin","ELSA","wave 7","Depression","3414","752","0.864344243812874","0.596252525112466","1.22857730215553","0.428105174065488"
"gene:discrimination17","w7_depression_bin","ELSA","wave 7","Depression","3414","752","1.00065852855197","0.694474493733751","1.44667087367421","0.997189459648982"
"(Intercept)25","w8_depression_bin","ELSA","wave 8","Depression","3414","752","0.130495817944415","0.110275209940212","0.153350751074039","1.21626090440274e-129"
"gene25","w8_depression_bin","ELSA","wave 8","Depression","3414","752","1.00849128308199","0.85533611984277","1.18958448907956","0.919904399587237"
"discrimination25","w8_depression_bin","ELSA","wave 8","Depression","3414","752","1.18213916514059","0.85043112472459","1.62285598333546","0.309214791776486"
"gene:discrimination25","w8_depression_bin","ELSA","wave 8","Depression","3414","752","1.04312611172713","0.756596088227396","1.44284171712174","0.797392881679571"
