"","analysis_variable_name","dataset","wave_number","outcome_name","N_subset","N_discrimYES","OR","CI1","CI2","p_value"
"gene24","w8_depression_bin","ELSA","wave 8","Depression","3414","1200","0.966717942015698","0.811549043629526","1.1520882240318","0.70466743968459"
"discrimination24","w8_depression_bin","ELSA","wave 8","Depression","3414","1200","1.1080315342895","0.828811902737726","1.47417724468145","0.4844624039429"
"gene:discrimination24","w8_depression_bin","ELSA","wave 8","Depression","3414","1200","0.873428659522894","0.657437169584124","1.16134353115545","0.350781408768639"
"(Intercept)9","w6_depression_bin","ELSA","wave 6","Depression","3414","1200","0.256795475873336","0.0596146650176911","1.11435559211035","0.0685421779557434"
"gene9","w6_depression_bin","ELSA","wave 6","Depression","3414","1200","1.07550634172532","0.912320214775119","1.26889070338157","0.386690561786106"
"discrimination9","w6_depression_bin","ELSA","wave 6","Depression","3414","1200","0.794300972093324","0.587695864867592","1.06478355766866","0.128225391297279"
"gene:discrimination9","w6_depression_bin","ELSA","wave 6","Depression","3414","1200","1.01229468191603","0.754391803990377","1.36192648486762","0.935317525014312"
"(Intercept)17","w7_depression_bin","ELSA","wave 7","Depression","3414","1200","0.0905171292578181","0.0189234135391068","0.433612587075377","0.00261508236748976"
"gene17","w7_depression_bin","ELSA","wave 7","Depression","3414","1200","0.931596200024712","0.777585433282274","1.11602541266862","0.441661718813819"
"discrimination17","w7_depression_bin","ELSA","wave 7","Depression","3414","1200","0.928618816100382","0.676045456735616","1.26568296850043","0.642878726425492"
"gene:discrimination17","w7_depression_bin","ELSA","wave 7","Depression","3414","1200","1.14227073254798","0.835562463831123","1.56646045372943","0.406302772419989"
"(Intercept)25","w8_depression_bin","ELSA","wave 8","Depression","3414","1200","0.0515894681727093","0.0119278433104227","0.222330660277366","7.02046931935388e-05"
"gene25","w8_depression_bin","ELSA","wave 8","Depression","3414","1200","0.986757184436285","0.831456110932255","1.17143181854966","0.878738181582976"
"discrimination25","w8_depression_bin","ELSA","wave 8","Depression","3414","1200","1.10831541503518","0.828645163957019","1.47508574097563","0.483987107285869"
"gene:discrimination25","w8_depression_bin","ELSA","wave 8","Depression","3414","1200","1.03171045900627","0.775004767527569","1.37560699327072","0.830987787080339"
