"","est","L95%","U95%","se"
"sex",0.0627378463819951,-0.193914204400135,0.319389897164125,0.130947330056353
"scale(wealth)",0.0186908422999287,-0.0903620871626229,0.12774377176248,0.0556402721288489
"alcohol",-0.0214873536634959,-0.0766856687712233,0.0337109614442314,0.0281629231675299
"smoking",0.0161136694720884,-0.239400670234373,0.27162800917855,0.130366854555454
"physical_activity",0.0243686006371747,-0.0736805806049593,0.122417781879309,0.0500260117101812
"data_AFT_input[, alternative_cov]",0.0360157914516238,0.0143246463513712,0.0577069365518764,0.0110671141262541
"depression",-0.0167053571736098,-0.534794631667805,0.501383917320585,0.264336119735269
"pc1",3.17101044307909,-10.3924521669358,16.734473053094,6.92026114612401
"pc2",7.03423284385998,-7.69802498053358,21.7664906682535,7.51659619288912
"pc3",-7.06203441391578,-21.3713320530384,7.24726322520686,7.30079621462055
"pc4",12.9134215359907,-0.297286901609484,26.1241299735909,6.7402812203717
"pc5",-2.65797913125263,-20.0318412257708,14.7158829632655,8.86437823937631
"pc6",3.03451377166423,-10.7818150439421,16.8508425872706,7.04927688701824
"pc7",-0.816111609282597,-14.1933513912422,12.561128172677,6.8252477532636
"pc8",0.0970333240684455,-13.7388252175666,13.9328918657035,7.05924121604814
"pc9",6.23804800954591,-7.69111701150688,20.1672130305987,7.10684743746531
"pc10",2.84344358168384,-10.8188511766429,16.5057383400106,6.97068663816948
"PGS:baseline_discriminaition",-0.0678933729875859,-0.323392247683112,0.18760550170794,0.130358964098763
